sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"THSD7B","Approved symbol","THSD7B","thrombospondin type 1 domain containing 7B","HGNC:29348","2q22.1"
"GPR17","Approved symbol","GPR17","G protein-coupled receptor 17","HGNC:4471","2q14.3"
"POLR2D","Approved symbol","POLR2D","RNA polymerase II subunit D","HGNC:9191","2q14.3"
"AMMECR1L","Approved symbol","AMMECR1L","AMMECR1 like","HGNC:28658","2q14.3"
"GALNT13","Approved symbol","GALNT13","polypeptide N-acetylgalactosaminyltransferase 13","HGNC:23242","2q23.3-q24.1"
"PKP4","Approved symbol","PKP4","plakophilin 4","HGNC:9026","2q24.1"
"SCN1A","Approved symbol","SCN1A","sodium voltage-gated channel alpha subunit 1","HGNC:10585","2q24.3"
"SLC4A10","Approved symbol","SLC4A10","solute carrier family 4 member 10","HGNC:13811","2q24.2"
"SCRN3","Approved symbol","SCRN3","secernin 3","HGNC:30382","2q31.1"
"LNPK","Approved symbol","LNPK","lunapark, ER junction formation factor","HGNC:21610","2q31.1"
"ZNF385B","Approved symbol","ZNF385B","zinc finger protein 385B","HGNC:26332","2q31.2-q31.3"
"TMEFF2","Approved symbol","TMEFF2","transmembrane protein with EGF like and two follistatin like domains 2","HGNC:11867","2q32.3"
"CDCA7","Approved symbol","CDCA7","cell division cycle associated 7","HGNC:14628","2q31.1"
"DLX1","Approved symbol","DLX1","distal-less homeobox 1","HGNC:2914","2q31.1"
"UBR3","Approved symbol","UBR3","ubiquitin protein ligase E3 component n-recognin 3","HGNC:30467","2q31.1"
"PHOSPHO2","Approved symbol","PHOSPHO2","phosphatase, orphan 2","HGNC:28316","2q31.1"
"GULP1","Approved symbol","GULP1","GULP PTB domain containing engulfment adaptor 1","HGNC:18649","2q32.1-q32.2"
"FAM171B","Approved symbol","FAM171B","family with sequence similarity 171 member B","HGNC:29412","2q32.1"
"HSPD1","Approved symbol","HSPD1","heat shock protein family D (Hsp60) member 1","HGNC:5261","2q33.1"
"CCDC150","Approved symbol","CCDC150","coiled-coil domain containing 150","HGNC:26834","2q33.1"
"METTL21A","Approved symbol","METTL21A","methyltransferase 21A, HSPA lysine","HGNC:30476","2q33.3"
"UNC80","Approved symbol","UNC80","unc-80 homolog, NALCN channel complex subunit","HGNC:26582","2q34"
"PTH2R","Approved symbol","PTH2R","parathyroid hormone 2 receptor","HGNC:9609","2q34"
"CPO","Approved symbol","CPO","carboxypeptidase O","HGNC:21011","2q33.3"
"CPO","Previous symbol","CPOX","coproporphyrinogen oxidase","HGNC:2321","3q11.2"
"NBEAL1","Approved symbol","NBEAL1","neurobeachin like 1","HGNC:20681","2q33.2"
"KANSL1L","Approved symbol","KANSL1L","KAT8 regulatory NSL complex subunit 1 like","HGNC:26310","2q34"
"SPAG16","Approved symbol","SPAG16","sperm associated antigen 16","HGNC:23225","2q34"
"ABCA12","Approved symbol","ABCA12","ATP binding cassette subfamily A member 12","HGNC:14637","2q35"
"SUMF1","Approved symbol","SUMF1","sulfatase modifying factor 1","HGNC:20376","3p26.1"
"NYAP2","Approved symbol","NYAP2","neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2","HGNC:29291","2q36.3"
"RHBDD1","Approved symbol","RHBDD1","rhomboid domain containing 1","HGNC:23081","2q36.3"
"ACKR3","Approved symbol","ACKR3","atypical chemokine receptor 3","HGNC:23692","2q37.3"
"TRPM8","Approved symbol","TRPM8","transient receptor potential cation channel subfamily M member 8","HGNC:17961","2q37.1"
"HES6","Approved symbol","HES6","hes family bHLH transcription factor 6","HGNC:18254","2q37.3"
"ESPNL","Approved symbol","ESPNL","espin like","HGNC:27937","2q37.3"
"ANKMY1","Approved symbol","ANKMY1","ankyrin repeat and MYND domain containing 1","HGNC:20987","2q37.3"
"COPS7B","Approved symbol","COPS7B","COP9 signalosome subunit 7B","HGNC:16760","2q37.1"
"DIS3L2","Approved symbol","DIS3L2","DIS3 like 3'-5' exoribonuclease 2","HGNC:28648","2q37.1"
"CPNE9","Approved symbol","CPNE9","copine family member 9","HGNC:24336","3p25.3"
"FANCD2","Approved symbol","FANCD2","FA complementation group D2","HGNC:3585","3p25.3"
"TAMM41","Approved symbol","TAMM41","TAM41 mitochondrial translocator assembly and maintenance homolog","HGNC:25187","3p25.2"
"VGLL4","Approved symbol","VGLL4","vestigial like family member 4","HGNC:28966","3p25.3-p25.2"
"RAB5A","Approved symbol","RAB5A","RAB5A, member RAS oncogene family","HGNC:9783","3p24.3"
"RETREG2","Approved symbol","RETREG2","reticulophagy regulator family member 2","HGNC:28450","2q35"
"CTDSP1","Approved symbol","CTDSP1","CTD small phosphatase 1","HGNC:21614","2q35"
"CNOT9","Approved symbol","CNOT9","CCR4-NOT transcription complex subunit 9","HGNC:10445","2q35"
"MARCHF4","Approved symbol","MARCHF4","membrane associated ring-CH-type finger 4","HGNC:29269","2q35"
"STK11IP","Approved symbol","STK11IP","serine/threonine kinase 11 interacting protein","HGNC:19184","2q35"
"GMPPA","Approved symbol","GMPPA","GDP-mannose pyrophosphorylase A","HGNC:22923","2q35"
"GRIP2","Approved symbol","GRIP2","glutamate receptor interacting protein 2","HGNC:23841","3p25.1"
"EAF1","Approved symbol","EAF1","ELL associated factor 1","HGNC:20907","3p25.1"
"CNTN4","Approved symbol","CNTN4","contactin 4","HGNC:2174","3p26.3-p26.2"
"DYNC1LI1","Approved symbol","DYNC1LI1","dynein cytoplasmic 1 light intermediate chain 1","HGNC:18745","3p22.3"
"RBMS3","Approved symbol","RBMS3","RNA binding motif single stranded interacting protein 3","HGNC:13427","3p24.1"
"GADL1","Approved symbol","GADL1","glutamate decarboxylase like 1","HGNC:27949","3p24.1-p23"
"OSBPL10","Approved symbol","OSBPL10","oxysterol binding protein like 10","HGNC:16395","3p23"
"POMGNT2","Approved symbol","POMGNT2","protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)","HGNC:25902","3p22.1"
"ACKR2","Approved symbol","ACKR2","atypical chemokine receptor 2","HGNC:1565","3p22.1"
"GASK1A","Approved symbol","GASK1A","golgi associated kinase 1A","HGNC:24485","3p22.1"
"CSRNP1","Approved symbol","CSRNP1","cysteine and serine rich nuclear protein 1","HGNC:14300","3p22.2"
"SLC25A38","Approved symbol","SLC25A38","solute carrier family 25 member 38","HGNC:26054","3p22.1"
"ITGA9","Approved symbol","ITGA9","integrin subunit alpha 9","HGNC:6145","3p22.2"
"SLC22A14","Approved symbol","SLC22A14","solute carrier family 22 member 14","HGNC:8495","3p22.2"
"GOLGA4","Approved symbol","GOLGA4","golgin A4","HGNC:4427","3p22.2"
"CTDSPL","Approved symbol","CTDSPL","CTD small phosphatase like","HGNC:16890","3p22.2"
"STAC","Approved symbol","STAC","SH3 and cysteine rich domain","HGNC:11353","3p22.3-p22.2"
"IQSEC1","Approved symbol","IQSEC1","IQ motif and Sec7 domain ArfGEF 1","HGNC:29112","3p25.2"
"CAND2","Approved symbol","CAND2","cullin associated and neddylation dissociated 2 (putative)","HGNC:30689","3p25.2"
"RPL32","Approved symbol","RPL32","ribosomal protein L32","HGNC:10336","3p25.2"
"PTPRG","Approved symbol","PTPRG","protein tyrosine phosphatase receptor type G","HGNC:9671","3p14.2"
"IL17RD","Approved symbol","IL17RD","interleukin 17 receptor D","HGNC:17616","3p14.3"
"SHQ1","Approved symbol","SHQ1","SHQ1, H/ACA ribonucleoprotein assembly factor","HGNC:25543","3p13"
"SLC25A26","Approved symbol","SLC25A26","solute carrier family 25 member 26","HGNC:20661","3p14.1"
"UBA3","Approved symbol","UBA3","ubiquitin like modifier activating enzyme 3","HGNC:12470","3p14.1"
"ARL6IP5","Approved symbol","ARL6IP5","ARF like GTPase 6 interacting protein 5","HGNC:16937","3p14.1"
"TMF1","Approved symbol","TMF1","TATA element modulatory factor 1","HGNC:11870","3p14.1"
"LRIG1","Approved symbol","LRIG1","leucine rich repeats and immunoglobulin like domains 1","HGNC:17360","3p14.1"
"LRTM1","Approved symbol","LRTM1","leucine rich repeats and transmembrane domains 1","HGNC:25023","3p14.3"
"LIMD1","Approved symbol","LIMD1","LIM domain containing 1","HGNC:6612","3p21.31"
"ZNF660","Approved symbol","ZNF660","zinc finger protein 660","HGNC:26720","3p21.31"
"NFKBIZ","Approved symbol","NFKBIZ","NFKB inhibitor zeta","HGNC:29805","3q12.3"
"COL8A1","Approved symbol","COL8A1","collagen type VIII alpha 1 chain","HGNC:2215","3q12.1"
"NXPE3","Approved symbol","NXPE3","neurexophilin and PC-esterase domain family member 3","HGNC:28238","3q12.3"
"ADGRG7","Approved symbol","ADGRG7","adhesion G protein-coupled receptor G7","HGNC:19241","3q12.2"
"MYH15","Approved symbol","MYH15","myosin heavy chain 15","HGNC:31073","3q13.13"
"PHLDB2","Approved symbol","PHLDB2","pleckstrin homology like domain family B member 2","HGNC:29573","3q13.2"
"ABHD10","Approved symbol","ABHD10","abhydrolase domain containing 10, depalmitoylase","HGNC:25656","3q13.2"
"TAGLN3","Approved symbol","TAGLN3","transgelin 3","HGNC:29868","3q13.2"
"PLA1A","Approved symbol","PLA1A","phospholipase A1 member A","HGNC:17661","3q13.33"
"RABL3","Approved symbol","RABL3","RAB, member of RAS oncogene family like 3","HGNC:18072","3q13.33"
"ADPRH","Approved symbol","ADPRH","ADP-ribosylarginine hydrolase","HGNC:269","3q13.33"
"IGSF11","Approved symbol","IGSF11","immunoglobulin superfamily member 11","HGNC:16669","3q13.32"
"ATG3","Approved symbol","ATG3","autophagy related 3","HGNC:20962","3q13.2"
"NR1I2","Approved symbol","NR1I2","nuclear receptor subfamily 1 group I member 2","HGNC:7968","3q13.33"
"BOC","Approved symbol","BOC","BOC cell adhesion associated, oncogene regulated","HGNC:17173","3q13.2"
"SRPRB","Approved symbol","SRPRB","SRP receptor subunit beta","HGNC:24085","3q22.1"
"TMEM108","Approved symbol","TMEM108","transmembrane protein 108","HGNC:28451","3q22.1"
"AGTR1","Approved symbol","AGTR1","angiotensin II receptor type 1","HGNC:336","3q24"
"MED12L","Approved symbol","MED12L","mediator complex subunit 12L","HGNC:16050","3q25.1"
"EIF2A","Approved symbol","EIF2A","eukaryotic translation initiation factor 2A","HGNC:3254","3q25.1"
"EIF2A","Alias symbol","EIF2S1","eukaryotic translation initiation factor 2 subunit alpha","HGNC:3265","14q23.3"
"ALDH1L1","Approved symbol","ALDH1L1","aldehyde dehydrogenase 1 family member L1","HGNC:3978","3q21.3"
"OSBPL11","Approved symbol","OSBPL11","oxysterol binding protein like 11","HGNC:16397","3q21.2"
"TRPC1","Approved symbol","TRPC1","transient receptor potential cation channel subfamily C member 1","HGNC:12333","3q23"
"NCEH1","Approved symbol","NCEH1","neutral cholesterol ester hydrolase 1","HGNC:29260","3q26.31"
"SPATA16","Approved symbol","SPATA16","spermatogenesis associated 16","HGNC:29935","3q26.31"
"FAM86B2","Approved symbol","FAM86B2","family with sequence similarity 86 member B2","HGNC:32222","8p23.1"
"LPP","Approved symbol","LPP","LIM domain containing preferred translocation partner in lipoma","HGNC:6679","3q27.3-q28"
"TMEM44","Approved symbol","TMEM44","transmembrane protein 44","HGNC:25120","3q29"
"RUBCN","Approved symbol","RUBCN","rubicon autophagy regulator","HGNC:28991","3q29"
"AMT","Approved symbol","AMT","aminomethyltransferase","HGNC:473","3p21.31"
"TCTA","Approved symbol","TCTA","T cell leukemia translocation altered","HGNC:11692","3p21.31"
"NICN1","Approved symbol","NICN1","nicolin 1, tubulin polyglutamylase complex subunit","HGNC:18317","3p21.31"
"UCN2","Approved symbol","UCN2","urocortin 2","HGNC:18414","3p21.31"
"UCN2","Alias symbol","UTS2","urotensin 2","HGNC:12636","1p36.23"
"DCAF1","Approved symbol","DCAF1","DDB1 and CUL4 associated factor 1","HGNC:30911","3p21.2"
"MANF","Approved symbol","MANF","mesencephalic astrocyte derived neurotrophic factor","HGNC:15461","3p21.2"
"STXBP5L","Approved symbol","STXBP5L","syntaxin binding protein 5L","HGNC:30757","3q13.33"
"EAF2","Approved symbol","EAF2","ELL associated factor 2","HGNC:23115","3q13.33"
"EAF2","Alias symbol","DMAP1","DNA methyltransferase 1 associated protein 1","HGNC:18291","1p34.1"
"ILDR1","Approved symbol","ILDR1","immunoglobulin like domain containing receptor 1","HGNC:28741","3q13.33"
"TM4SF19","Approved symbol","TM4SF19","transmembrane 4 L six family member 19","HGNC:25167","3q29"
"MUC4","Approved symbol","MUC4","mucin 4, cell surface associated","HGNC:7514","3q29"
"SLIT2","Approved symbol","SLIT2","slit guidance ligand 2","HGNC:11086","4p15.31"
"SLIT2","Alias symbol","SLIT3","slit guidance ligand 3","HGNC:11087","5q34-q35.1"
"EIF2B5","Approved symbol","EIF2B5","eukaryotic translation initiation factor 2B subunit epsilon","HGNC:3261","3q27.1"
"AHSG","Approved symbol","AHSG","alpha 2-HS glycoprotein","HGNC:349","3q27.3"
"ECE2","Approved symbol","ECE2","endothelin converting enzyme 2","HGNC:13275","3q27.1"
"VWA5B2","Approved symbol","VWA5B2","von Willebrand factor A domain containing 5B2","HGNC:25144","3q27.1"
"DGKQ","Approved symbol","DGKQ","diacylglycerol kinase theta","HGNC:2856","4p16.3"
"FIP1L1","Approved symbol","FIP1L1","factor interacting with PAPOLA and CPSF1","HGNC:19124","4q12"
"SLC26A1","Approved symbol","SLC26A1","solute carrier family 26 member 1","HGNC:10993","4p16.3"
"LYAR","Approved symbol","LYAR","Ly1 antibody reactive","HGNC:26021","4p16.3"
"CENPC","Approved symbol","CENPC","centromere protein C","HGNC:1854","4q13.2"
"CENPC","Previous symbol","CENPCP1","centromere protein C pseudogene 1","HGNC:1855","12q21.33"
"EPHA5","Approved symbol","EPHA5","EPH receptor A5","HGNC:3389","4q13.1-q13.2"
"CORIN","Approved symbol","CORIN","corin, serine peptidase","HGNC:19012","4p12"
"ATP10D","Approved symbol","ATP10D","ATPase phospholipid transporting 10D (putative)","HGNC:13549","4p12"
"OCIAD2","Approved symbol","OCIAD2","OCIA domain containing 2","HGNC:28685","4p11"
"SLC10A4","Approved symbol","SLC10A4","solute carrier family 10 member 4","HGNC:22980","4p11"
"SLC10A6","Approved symbol","SLC10A6","solute carrier family 10 member 6","HGNC:30603","4q21.3"
"SCD5","Approved symbol","SCD5","stearoyl-CoA desaturase 5","HGNC:21088","4q21.22"
"PLAC8","Approved symbol","PLAC8","placenta associated 8","HGNC:19254","4q21.22"
"PLAC8","Alias symbol","LGALS13","galectin 13","HGNC:15449","19q13.2"
"ENOPH1","Approved symbol","ENOPH1","enolase-phosphatase 1","HGNC:24599","4q21.22"
"CABS1","Approved symbol","CABS1","calcium binding protein, spermatid associated 1","HGNC:30710","4q13.3"
"GC","Approved symbol","GC","GC vitamin D binding protein","HGNC:4187","4q13.3"
"TRMT10A","Approved symbol","TRMT10A","tRNA methyltransferase 10A","HGNC:28403","4q23"
"KLHL8","Approved symbol","KLHL8","kelch like family member 8","HGNC:18644","4q22.1"
"SNCA","Approved symbol","SNCA","synuclein alpha","HGNC:11138","4q22.1"
"PYURF","Approved symbol","PYURF","PIGY upstream open reading frame","HGNC:44317","4q22.1"
"TBCK","Approved symbol","TBCK","TBC1 domain containing kinase","HGNC:28261","4q24"
"CAMK2D","Approved symbol","CAMK2D","calcium/calmodulin dependent protein kinase II delta","HGNC:1462","4q26"
"CISD2","Approved symbol","CISD2","CDGSH iron sulfur domain 2","HGNC:24212","4q24"
"DDIT4L","Approved symbol","DDIT4L","DNA damage inducible transcript 4 like","HGNC:30555","4q24"
"ANK2","Approved symbol","ANK2","ankyrin 2","HGNC:493","4q25-q26"
"TIFA","Approved symbol","TIFA","TRAF interacting protein with forkhead associated domain","HGNC:19075","4q25"
"TIFA","Alias symbol","IL22","interleukin 22","HGNC:14900","12q15"
"AFG2A","Approved symbol","AFG2A","AFG2 AAA ATPase homolog A","HGNC:18119","4q28.1"
"FABP2","Approved symbol","FABP2","fatty acid binding protein 2","HGNC:3556","4q26"
"CCNA2","Approved symbol","CCNA2","cyclin A2","HGNC:1578","4q27"
"METTL14","Approved symbol","METTL14","methyltransferase 14, N6-adenosine-methyltransferase non-catalytic subunit","HGNC:29330","4q26"
"USP53","Approved symbol","USP53","ubiquitin specific peptidase 53","HGNC:29255","4q26"
"SETD7","Approved symbol","SETD7","SET domain containing 7, histone lysine methyltransferase","HGNC:30412","4q31.1"
"NAF1","Approved symbol","NAF1","nuclear assembly factor 1 ribonucleoprotein","HGNC:25126","4q32.2"
"NAF1","Alias symbol","TNIP1","TNFAIP3 interacting protein 1","HGNC:16903","5q33.1"
"MARCHF1","Approved symbol","MARCHF1","membrane associated ring-CH-type finger 1","HGNC:26077","4q32.2-q32.3"
"SFRP2","Approved symbol","SFRP2","secreted frizzled related protein 2","HGNC:10777","4q31.3"
"RPS3A","Approved symbol","RPS3A","ribosomal protein S3A","HGNC:10421","4q31.3"
"RNF175","Approved symbol","RNF175","ring finger protein 175","HGNC:27735","4q31.3"
"PDGFC","Approved symbol","PDGFC","platelet derived growth factor C","HGNC:8801","4q32.1"
"CBR4","Approved symbol","CBR4","carbonyl reductase 4","HGNC:25891","4q32.3"
"GLRA3","Approved symbol","GLRA3","glycine receptor alpha 3","HGNC:4328","4q34.1"
"CYP4V2","Approved symbol","CYP4V2","cytochrome P450 family 4 subfamily V member 2","HGNC:23198","4q35.1-q35.2"
"ROPN1L","Approved symbol","ROPN1L","rhophilin associated tail protein 1 like","HGNC:24060","5p15.2"
"NDUFS6","Approved symbol","NDUFS6","NADH:ubiquinone oxidoreductase subunit S6","HGNC:7713","5p15.33"
"MARCHF6","Approved symbol","MARCHF6","membrane associated ring-CH-type finger 6","HGNC:30550","5p15.2"
"NKD2","Approved symbol","NKD2","NKD inhibitor of WNT signaling pathway 2","HGNC:17046","5p15.33"
"CDH18","Approved symbol","CDH18","cadherin 18","HGNC:1757","5p14.3"
"ADAMTS16","Approved symbol","ADAMTS16","ADAM metallopeptidase with thrombospondin type 1 motif 16","HGNC:17108","5p15.32"
"SRD5A1","Approved symbol","SRD5A1","steroid 5 alpha-reductase 1","HGNC:11284","5p15.31"
"MYO10","Approved symbol","MYO10","myosin X","HGNC:7593","5p15.1"
"OTULINL","Approved symbol","OTULINL","OTU deubiquitinase with linear linkage specificity like","HGNC:25629","5p15.2"
"RPL37","Approved symbol","RPL37","ribosomal protein L37","HGNC:10347","5p13.1"
"SKP2","Approved symbol","SKP2","S-phase kinase associated protein 2","HGNC:10901","5p13.2"
"SKP2","Alias symbol","UXT","ubiquitously expressed prefoldin like chaperone","HGNC:12641","Xp11.23"
"OSMR","Approved symbol","OSMR","oncostatin M receptor","HGNC:8507","5p13.1"
"UGT3A1","Approved symbol","UGT3A1","UDP glycosyltransferase family 3 member A1","HGNC:26625","5p13.2"
"PLK2","Approved symbol","PLK2","polo like kinase 2","HGNC:19699","5q11.2"
"SHISAL2B","Approved symbol","SHISAL2B","shisa like 2B","HGNC:34236","5q12.3"
"GZMA","Approved symbol","GZMA","granzyme A","HGNC:4708","5q11.2"
"PIK3R1","Approved symbol","PIK3R1","phosphoinositide-3-kinase regulatory subunit 1","HGNC:8979","5q13.1"
"HAPLN1","Approved symbol","HAPLN1","hyaluronan and proteoglycan link protein 1","HGNC:2380","5q14.3"
"LHFPL2","Approved symbol","LHFPL2","LHFPL tetraspan subfamily member 2","HGNC:6588","5q14.1"
"SSBP2","Approved symbol","SSBP2","single stranded DNA binding protein 2","HGNC:15831","5q14.1"
"BHMT","Approved symbol","BHMT","betaine--homocysteine S-methyltransferase","HGNC:1047","5q14.1"
"ANKRD31","Approved symbol","ANKRD31","ankyrin repeat domain 31","HGNC:26853","5q13.3"
"IQGAP2","Approved symbol","IQGAP2","IQ motif containing GTPase activating protein 2","HGNC:6111","5q13.3"
"CRHBP","Approved symbol","CRHBP","corticotropin releasing hormone binding protein","HGNC:2356","5q13.3"
"RASA1","Approved symbol","RASA1","RAS p21 protein activator 1","HGNC:9871","5q14.3"
"LIX1","Approved symbol","LIX1","limb and CNS expressed 1","HGNC:18581","5q15"
"GIN1","Approved symbol","GIN1","gypsy retrotransposon integrase 1","HGNC:25959","5q21.1"
"PPIP5K2","Approved symbol","PPIP5K2","diphosphoinositol pentakisphosphate kinase 2","HGNC:29035","5q21.1"
"PAM","Approved symbol","PAM","peptidylglycine alpha-amidating monooxygenase","HGNC:8596","5q21.1"
"PAM","Alias symbol","MYCBP2","MYC binding protein 2","HGNC:23386","13q22.3"
"BDP1","Approved symbol","BDP1","BDP1 general transcription factor IIIB subunit","HGNC:13652","5q13.2"
"BDP1","Alias symbol","PTPN18","protein tyrosine phosphatase non-receptor type 18","HGNC:9649","2q21.1"
"GTF2H2","Approved symbol","GTF2H2","general transcription factor IIH subunit 2","HGNC:4656","5q13.2"
"SLC30A5","Approved symbol","SLC30A5","solute carrier family 30 member 5","HGNC:19089","5q13.1-q13.2"
"BTF3","Approved symbol","BTF3","basic transcription factor 3","HGNC:1125","5q13.2"
"BTF3","Alias symbol","BTN3A3","butyrophilin subfamily 3 member A3","HGNC:1140","6p22.2"
"FBXL17","Approved symbol","FBXL17","F-box and leucine rich repeat protein 17","HGNC:13615","5q21.3"
"SPATA9","Approved symbol","SPATA9","spermatogenesis associated 9","HGNC:22988","5q15"
"TSLP","Approved symbol","TSLP","thymic stromal lymphopoietin","HGNC:30743","5q22.1"
"TNFAIP8","Approved symbol","TNFAIP8","TNF alpha induced protein 8","HGNC:17260","5q23.1"
"FEM1C","Approved symbol","FEM1C","fem-1 homolog C","HGNC:16933","5q22.3"
"COMMD10","Approved symbol","COMMD10","COMM domain containing 10","HGNC:30201","5q23.1"
"ATG12","Approved symbol","ATG12","autophagy related 12","HGNC:588","5q22.3"
"MEGF10","Approved symbol","MEGF10","multiple EGF like domains 10","HGNC:29634","5q23.2"
"ADAMTS19","Approved symbol","ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif 19","HGNC:17111","5q23.3"
"YIPF5","Approved symbol","YIPF5","Yip1 domain family member 5","HGNC:24877","5q31.3"
"ARHGAP26","Approved symbol","ARHGAP26","Rho GTPase activating protein 26","HGNC:17073","5q31.3"
"CXCL14","Approved symbol","CXCL14","C-X-C motif chemokine ligand 14","HGNC:10640","5q31.1"
"LECT2","Approved symbol","LECT2","leukocyte cell derived chemotaxin 2","HGNC:6550","5q31.1"
"SLC25A48","Approved symbol","SLC25A48","solute carrier family 25 member 48","HGNC:30451","5q31.1"
"DDX46","Approved symbol","DDX46","DEAD-box helicase 46","HGNC:18681","5q31.1"
"IL9","Approved symbol","IL9","interleukin 9","HGNC:6029","5q31.1"
"TIMD4","Approved symbol","TIMD4","T cell immunoglobulin and mucin domain containing 4","HGNC:25132","5q33.3"
"RNF145","Approved symbol","RNF145","ring finger protein 145","HGNC:20853","5q33.3"
"C1QTNF2","Approved symbol","C1QTNF2","C1q and TNF related 2","HGNC:14325","5q33.3"
"GABRA6","Approved symbol","GABRA6","gamma-aminobutyric acid type A receptor subunit alpha6","HGNC:4080","5q34"
"GABRB2","Approved symbol","GABRB2","gamma-aminobutyric acid type A receptor subunit beta2","HGNC:4082","5q34"
"FBXO38","Approved symbol","FBXO38","F-box protein 38","HGNC:28844","5q32"
"SPINK7","Approved symbol","SPINK7","serine peptidase inhibitor Kazal type 7","HGNC:24643","5q32"
"PCYOX1L","Approved symbol","PCYOX1L","prenylcysteine oxidase 1 like","HGNC:28477","5q32"
"GLRA1","Approved symbol","GLRA1","glycine receptor alpha 1","HGNC:4326","5q33.1"
"TNIP1","Approved symbol","TNIP1","TNFAIP3 interacting protein 1","HGNC:16903","5q33.1"
"G3BP1","Approved symbol","G3BP1","G3BP stress granule assembly factor 1","HGNC:30292","5q33.1"
"ZNF300","Approved symbol","ZNF300","zinc finger protein 300","HGNC:13091","5q33.1"
"N4BP3","Approved symbol","N4BP3","NEDD4 binding protein 3","HGNC:29852","5q35.3"
"NHP2","Approved symbol","NHP2","NHP2 ribonucleoprotein","HGNC:14377","5q35.3"
"RMND5B","Approved symbol","RMND5B","required for meiotic nuclear division 5 homolog B","HGNC:26181","5q35.3"
"BOD1","Approved symbol","BOD1","biorientation of chromosomes in cell division 1","HGNC:25114","5q35.2"
"CPLX2","Approved symbol","CPLX2","complexin 2","HGNC:2310","5q35.2"
"TENM2","Approved symbol","TENM2","teneurin transmembrane protein 2","HGNC:29943","5q34"
"KCNMB1","Approved symbol","KCNMB1","potassium calcium-activated channel subfamily M regulatory beta subunit 1","HGNC:6285","5q35.1"
"FAM50B","Approved symbol","FAM50B","family with sequence similarity 50 member B","HGNC:18789","6p25.2"
"MYLK4","Approved symbol","MYLK4","myosin light chain kinase family member 4","HGNC:27972","6p25.2"
"FAM217A","Approved symbol","FAM217A","family with sequence similarity 217 member A","HGNC:21362","6p25.2"
"TBC1D7","Approved symbol","TBC1D7","TBC1 domain family member 7","HGNC:21066","6p24.1"
"FARS2","Approved symbol","FARS2","phenylalanyl-tRNA synthetase 2, mitochondrial","HGNC:21062","6p25.1"
"GFOD1","Approved symbol","GFOD1","Gfo/Idh/MocA-like oxidoreductase domain containing 1","HGNC:21096","6p24.1-p23"
"CDKAL1","Approved symbol","CDKAL1","CDKAL1 threonylcarbamoyladenosine tRNA methylthiotransferase","HGNC:21050","6p22.3"
"PSD2","Approved symbol","PSD2","pleckstrin and Sec7 domain containing 2","HGNC:19092","5q31.2"
"LRRTM2","Approved symbol","LRRTM2","leucine rich repeat transmembrane neuronal 2","HGNC:19409","5q31.2"
"ZMAT2","Approved symbol","ZMAT2","zinc finger matrin-type 2","HGNC:26433","5q31.3"
"GFRA3","Approved symbol","GFRA3","GDNF family receptor alpha 3","HGNC:4245","5q31.2"
"KLHL3","Approved symbol","KLHL3","kelch like family member 3","HGNC:6354","5q31.2"
"DCDC2","Approved symbol","DCDC2","doublecortin domain containing 2","HGNC:18141","6p22.3"
"SLC17A4","Approved symbol","SLC17A4","solute carrier family 17 member 4","HGNC:10932","6p22.2"
"H2BC1","Approved symbol","H2BC1","H2B clustered histone 1","HGNC:18730","6p22.2"
"TRIM7","Approved symbol","TRIM7","tripartite motif containing 7","HGNC:16278","5q35.3"
"TRIM41","Approved symbol","TRIM41","tripartite motif containing 41","HGNC:19013","5q35.3"
"HIGD2A","Approved symbol","HIGD2A","HIG1 hypoxia inducible domain family member 2A","HGNC:28311","5q35.2"
"FAM193B","Approved symbol","FAM193B","family with sequence similarity 193 member B","HGNC:25524","5q35.3"
"PLA2G7","Approved symbol","PLA2G7","phospholipase A2 group VII","HGNC:9040","6p12.3"
"TNFRSF21","Approved symbol","TNFRSF21","TNF receptor superfamily member 21","HGNC:13469","6p12.3"
"RNF44","Approved symbol","RNF44","ring finger protein 44","HGNC:19180","5q35.2"
"MMUT","Approved symbol","MMUT","methylmalonyl-CoA mutase","HGNC:7526","6p12.3"
"RASGEF1C","Approved symbol","RASGEF1C","RasGEF domain family member 1C","HGNC:27400","5q35.3"
"DOK3","Approved symbol","DOK3","docking protein 3","HGNC:24583","5q35.3"
"ABT1","Approved symbol","ABT1","activator of basal transcription 1","HGNC:17369","6p22.2"
"PPP1R18","Approved symbol","PPP1R18","protein phosphatase 1 regulatory subunit 18","HGNC:29413","6p21.33"
"DAAM2","Approved symbol","DAAM2","dishevelled associated activator of morphogenesis 2","HGNC:18143","6p21.2"
"PRIM2","Approved symbol","PRIM2","DNA primase subunit 2","HGNC:9370","6p11.2"
"MLIP","Approved symbol","MLIP","muscular LMNA interacting protein","HGNC:21355","6p12.1"
"HMGCLL1","Approved symbol","HMGCLL1","3-hydroxy-3-methylglutaryl-CoA lyase like 1","HGNC:21359","6p12.1"
"LGSN","Approved symbol","LGSN","lengsin, lens protein with glutamine synthetase domain","HGNC:21016","6q12"
