sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"GIP","Alias symbol","GNAI2","G protein subunit alpha i2","HGNC:4385","3p21.31"
"SMR3A","Approved symbol","SMR3A","submaxillary gland androgen regulated protein 3A","HGNC:19216","4q13.3"
"RANBP6","Approved symbol","RANBP6","RAN binding protein 6","HGNC:9851","9p24.1"
"COPG2","Approved symbol","COPG2","COPI coat complex subunit gamma 2","HGNC:2237","7q32.2"
"HBP1","Approved symbol","HBP1","HMG-box transcription factor 1","HGNC:23200","7q22.3"
"GIPR","Approved symbol","GIPR","gastric inhibitory polypeptide receptor","HGNC:4271","19q13.32"
"NBEA","Approved symbol","NBEA","neurobeachin","HGNC:7648","13q13.3"
"GJA1","Approved symbol","GJA1","gap junction protein alpha 1","HGNC:4274","6q22.31"
"CHORDC1","Approved symbol","CHORDC1","cysteine and histidine rich domain containing 1","HGNC:14525","11q14.3"
"ZNF285","Approved symbol","ZNF285","zinc finger protein 285","HGNC:13079","19q13.31"
"SEC22A","Approved symbol","SEC22A","SEC22 homolog A, vesicle trafficking protein","HGNC:20260","3q21.1"
"AP3M1","Approved symbol","AP3M1","adaptor related protein complex 3 subunit mu 1","HGNC:569","10q22.2"
"PABPC1","Approved symbol","PABPC1","poly(A) binding protein cytoplasmic 1","HGNC:8554","8q22.3"
"AKAP8L","Approved symbol","AKAP8L","A-kinase anchoring protein 8 like","HGNC:29857","19p13.12"
"RNF11","Approved symbol","RNF11","ring finger protein 11","HGNC:10056","1p32.3"
"TRUB2","Approved symbol","TRUB2","TruB pseudouridine synthase family member 2","HGNC:17170","9q34.11"
"GPR160","Approved symbol","GPR160","G protein-coupled receptor 160","HGNC:23693","3q26.2"
"FETUB","Approved symbol","FETUB","fetuin B","HGNC:3658","3q27.3"
"CYFIP2","Approved symbol","CYFIP2","cytoplasmic FMR1 interacting protein 2","HGNC:13760","5q33.3"
"ABL2","Approved symbol","ABL2","ABL proto-oncogene 2, non-receptor tyrosine kinase","HGNC:77","1q25.2"
"AMPD1","Approved symbol","AMPD1","adenosine monophosphate deaminase 1","HGNC:468","1p13.2"
"GJA3","Approved symbol","GJA3","gap junction protein alpha 3","HGNC:4277","13q12.11"
"DNAJC2","Approved symbol","DNAJC2","DnaJ heat shock protein family (Hsp40) member C2","HGNC:13192","7q22.1"
"USP21","Approved symbol","USP21","ubiquitin specific peptidase 21","HGNC:12620","1q23.3"
"USP21","Alias symbol","USP25","ubiquitin specific peptidase 25","HGNC:12624","21q21.1"
"FGF22","Approved symbol","FGF22","fibroblast growth factor 22","HGNC:3679","19p13.3"
"GJA4","Approved symbol","GJA4","gap junction protein alpha 4","HGNC:4278","1p34.3"
"TPK1","Approved symbol","TPK1","thiamin pyrophosphokinase 1","HGNC:17358","7q35"
"KCNV1","Approved symbol","KCNV1","potassium voltage-gated channel modifier subfamily V member 1","HGNC:18861","8q23.2"
"CNPPD1","Approved symbol","CNPPD1","cyclin Pas1/PHO80 domain containing 1","HGNC:25220","2q35"
"BEX3","Approved symbol","BEX3","brain expressed X-linked 3","HGNC:13388","Xq22.2"
"DNAI1","Approved symbol","DNAI1","dynein axonemal intermediate chain 1","HGNC:2954","9p13.3"
"GJA5","Approved symbol","GJA5","gap junction protein alpha 5","HGNC:4279","1q21.2"
"NPTN","Approved symbol","NPTN","neuroplastin","HGNC:17867","15q24.1"
"FOXD3","Approved symbol","FOXD3","forkhead box D3","HGNC:3804","1p31.3"
"FOXB1","Approved symbol","FOXB1","forkhead box B1","HGNC:3799","15q22.2"
"GJA8","Approved symbol","GJA8","gap junction protein alpha 8","HGNC:4281","1q21.2"
"MLH3","Approved symbol","MLH3","mutL homolog 3","HGNC:7128","14q24.3"
"NPHP3","Approved symbol","NPHP3","nephrocystin 3","HGNC:7907","3q22.1"
"ATP2C1","Approved symbol","ATP2C1","ATPase secretory pathway Ca2+ transporting 1","HGNC:13211","3q22.1"
"ZBTB32","Approved symbol","ZBTB32","zinc finger and BTB domain containing 32","HGNC:16763","19q13.12"
"ACAD8","Approved symbol","ACAD8","acyl-CoA dehydrogenase family member 8","HGNC:87","11q25"
"NOX1","Approved symbol","NOX1","NADPH oxidase 1","HGNC:7889","Xq22.1"
"SIGLEC7","Approved symbol","SIGLEC7","sialic acid binding Ig like lectin 7","HGNC:10876","19q13.41"
"TRMT2A","Approved symbol","TRMT2A","tRNA methyltransferase 2 homolog A","HGNC:24974","22q11.21"
"PKD2L2","Approved symbol","PKD2L2","polycystin 2 like 2, transient receptor potential cation channel","HGNC:9012","5q31.2"
"LAT","Approved symbol","LAT","linker for activation of T cells","HGNC:18874","16p11.2"
"LAT","Alias symbol","SPNS1","SPNS lysolipid transporter 1, lysophospholipid","HGNC:30621","16p11.2"
"UTP25","Approved symbol","UTP25","UTP25 small subunit processome component","HGNC:28440","1q32.2"
"PELP1","Approved symbol","PELP1","proline, glutamate and leucine rich protein 1","HGNC:30134","17p13.2"
"SND1","Approved symbol","SND1","staphylococcal nuclease and tudor domain containing 1","HGNC:30646","7q32.1"
"GJB1","Approved symbol","GJB1","gap junction protein beta 1","HGNC:4283","Xq13.1"
"GJB2","Approved symbol","GJB2","gap junction protein beta 2","HGNC:4284","13q12.11"
"ANKRD1","Approved symbol","ANKRD1","ankyrin repeat domain 1","HGNC:15819","10q23.31"
"NSG1","Approved symbol","NSG1","neuronal vesicle trafficking associated 1","HGNC:18790","4p16.3"
"STAU2","Approved symbol","STAU2","staufen double-stranded RNA binding protein 2","HGNC:11371","8q21.11"
"PPA2","Approved symbol","PPA2","inorganic pyrophosphatase 2","HGNC:28883","4q24"
"GHITM","Approved symbol","GHITM","growth hormone inducible transmembrane protein","HGNC:17281","10q23.1"
"GJB3","Approved symbol","GJB3","gap junction protein beta 3","HGNC:4285","1p34.3"
"DAPP1","Approved symbol","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1","HGNC:16500","4q23"
"VPS41","Approved symbol","VPS41","VPS41 subunit of HOPS complex","HGNC:12713","7p14.1"
"LAMP3","Approved symbol","LAMP3","lysosomal associated membrane protein 3","HGNC:14582","3q27.1"
"TSPAN13","Approved symbol","TSPAN13","tetraspanin 13","HGNC:21643","7p21.1"
"LYPD3","Approved symbol","LYPD3","LY6/PLAUR domain containing 3","HGNC:24880","19q13.31"
"B9D1","Approved symbol","B9D1","B9 domain containing 1","HGNC:24123","17p11.2"
"RPUSD2","Approved symbol","RPUSD2","RNA pseudouridine synthase domain containing 2","HGNC:24180","15q15.1"
"MTBP","Approved symbol","MTBP","MDM2 binding protein","HGNC:7417","8q24.12"
"FOXP1","Approved symbol","FOXP1","forkhead box P1","HGNC:3823","3p13"
"B3GAT1","Approved symbol","B3GAT1","beta-1,3-glucuronyltransferase 1","HGNC:921","11q25"
"UQCRQ","Approved symbol","UQCRQ","ubiquinol-cytochrome c reductase complex III subunit VII","HGNC:29594","5q31.1"
"GJB5","Approved symbol","GJB5","gap junction protein beta 5","HGNC:4287","1p34.3"
"ST6GALNAC4","Approved symbol","ST6GALNAC4","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4","HGNC:17846","9q34.11"
"CACNG5","Approved symbol","CACNG5","calcium voltage-gated channel auxiliary subunit gamma 5","HGNC:1409","17q24.2"
"CACNG4","Approved symbol","CACNG4","calcium voltage-gated channel auxiliary subunit gamma 4","HGNC:1408","17q24.2"
"KCNMB3","Approved symbol","KCNMB3","potassium calcium-activated channel subfamily M regulatory beta subunit 3","HGNC:6287","3q26.32"
"TRAPPC3","Approved symbol","TRAPPC3","trafficking protein particle complex subunit 3","HGNC:19942","1p34.3"
"TAF5L","Approved symbol","TAF5L","TATA-box binding protein associated factor 5 like","HGNC:17304","1q42.13"
"CLUL1","Approved symbol","CLUL1","clusterin like 1","HGNC:2096","18p11.32"
"AMPD2","Approved symbol","AMPD2","adenosine monophosphate deaminase 2","HGNC:469","1p13.3"
"GK","Approved symbol","GK","glycerol kinase","HGNC:4289","Xp21.2"
"CACYBP","Approved symbol","CACYBP","calcyclin binding protein","HGNC:30423","1q25.1"
"EIF2AK1","Approved symbol","EIF2AK1","eukaryotic translation initiation factor 2 alpha kinase 1","HGNC:24921","7p22.1"
"ARRDC2","Approved symbol","ARRDC2","arrestin domain containing 2","HGNC:25225","19p13.11"
"ZBTB11","Approved symbol","ZBTB11","zinc finger and BTB domain containing 11","HGNC:16740","3q12.3"
"DMAC2L","Approved symbol","DMAC2L","distal membrane arm assembly component 2 like","HGNC:18799","14q21.3"
"SDCBP2","Approved symbol","SDCBP2","syndecan binding protein 2","HGNC:15756","20p13"
"NALF2","Approved symbol","NALF2","NALCN channel auxiliary factor 2","HGNC:30701","Xq13.1"
"BBC3","Approved symbol","BBC3","BCL2 binding component 3","HGNC:17868","19q13.32"
"PDE7B","Approved symbol","PDE7B","phosphodiesterase 7B","HGNC:8792","6q23.3"
"GK2","Approved symbol","GK2","glycerol kinase 2","HGNC:4291","4q21.21"
"GK2","Alias symbol","GALK2","galactokinase 2","HGNC:4119","15q21.1-q21.2"
"DKKL1","Approved symbol","DKKL1","dickkopf like acrosomal protein 1","HGNC:16528","19q13.33"
"DKK4","Approved symbol","DKK4","dickkopf WNT signaling pathway inhibitor 4","HGNC:2894","8p11.21"
"DKK3","Approved symbol","DKK3","dickkopf WNT signaling pathway inhibitor 3","HGNC:2893","11p15.3"
"DKK2","Approved symbol","DKK2","dickkopf WNT signaling pathway inhibitor 2","HGNC:2892","4q25"
"INPP5J","Approved symbol","INPP5J","inositol polyphosphate-5-phosphatase J","HGNC:8956","22q12.2"
"AFF4","Approved symbol","AFF4","ALF transcription elongation factor 4","HGNC:17869","5q31.1"
"SMC1B","Approved symbol","SMC1B","structural maintenance of chromosomes 1B","HGNC:11112","22q13.31"
"CYTH4","Approved symbol","CYTH4","cytohesin 4","HGNC:9505","22q13.1"
"HSPB7","Approved symbol","HSPB7","heat shock protein family B (small) member 7","HGNC:5249","1p36.13"
"GK3","Approved symbol","GK3","glycerol kinase 3","HGNC:4292","4q32.3"
"INVS","Approved symbol","INVS","inversin","HGNC:17870","9q31.1"
"SNX5","Approved symbol","SNX5","sorting nexin 5","HGNC:14969","20p11.23"
"CPNE7","Approved symbol","CPNE7","copine 7","HGNC:2320","16q24.3"
"KCNH5","Approved symbol","KCNH5","potassium voltage-gated channel subfamily H member 5","HGNC:6254","14q23.2"
"TJP3","Approved symbol","TJP3","tight junction protein 3","HGNC:11829","19p13.3"
"MORC1","Approved symbol","MORC1","MORC family CW-type zinc finger 1","HGNC:7198","3q13.13"
"CIDEB","Approved symbol","CIDEB","cell death inducing DFFA like effector b","HGNC:1977","14q12"
"PALD1","Approved symbol","PALD1","phosphatase domain containing paladin 1","HGNC:23530","10q22.1"
"FILIP1","Approved symbol","FILIP1","filamin A interacting protein 1","HGNC:21015","6q14.1"
"FAM184B","Approved symbol","FAM184B","family with sequence similarity 184 member B","HGNC:29235","4p15.32-p15.31"
"DENND2A","Approved symbol","DENND2A","DENN domain containing 2A","HGNC:22212","7q34"
"STK36","Approved symbol","STK36","serine/threonine kinase 36","HGNC:17209","2q35"
"CPAMD8","Approved symbol","CPAMD8","C3 and PZP like alpha-2-macroglobulin domain containing 8","HGNC:23228","19p13.11"
"INTU","Approved symbol","INTU","inturned planar cell polarity protein","HGNC:29239","4q28.1"
"ZNF777","Approved symbol","ZNF777","zinc finger protein 777","HGNC:22213","7q36.1"
"BRPF3","Approved symbol","BRPF3","bromodomain and PHD finger containing 3","HGNC:14256","6p21.31"
"RSPH14","Approved symbol","RSPH14","radial spoke head 14 homolog","HGNC:13437","22q11.22-q11.23"
"NDOR1","Approved symbol","NDOR1","NADPH dependent diflavin oxidoreductase 1","HGNC:29838","9q34.3"
"CHIA","Approved symbol","CHIA","chitinase acidic","HGNC:17432","1p13.2"
"AGO2","Approved symbol","AGO2","argonaute RISC catalytic component 2","HGNC:3263","8q24.3"
"NAAA","Approved symbol","NAAA","N-acylethanolamine acid amidase","HGNC:736","4q21.1"
"SALL3","Approved symbol","SALL3","spalt like transcription factor 3","HGNC:10527","18q23"
"GLS2","Approved symbol","GLS2","glutaminase 2","HGNC:29570","12q13.3"
"PRELID1","Approved symbol","PRELID1","PRELI domain containing 1","HGNC:30255","5q35.3"
"GLA","Approved symbol","GLA","galactosidase alpha","HGNC:4296","Xq22.1"
"GLA","Alias symbol","NAT8","N-acetyltransferase 8 (putative)","HGNC:18069","2p13.1"
"SLC39A1","Approved symbol","SLC39A1","solute carrier family 39 member 1","HGNC:12876","1q21.3"
"TUBG2","Approved symbol","TUBG2","tubulin gamma 2","HGNC:12419","17q21.2"
"IL36B","Approved symbol","IL36B","interleukin 36 beta","HGNC:15564","2q14.1"
"IL37","Approved symbol","IL37","interleukin 37","HGNC:15563","2q14.1"
"IL36A","Approved symbol","IL36A","interleukin 36 alpha","HGNC:15562","2q14.1"
"SIGLEC9","Approved symbol","SIGLEC9","sialic acid binding Ig like lectin 9","HGNC:10878","19q13.3-q13.4"
"SIGLEC8","Approved symbol","SIGLEC8","sialic acid binding Ig like lectin 8","HGNC:10877","19q13.33-q13.41"
"VPS4A","Approved symbol","VPS4A","vacuolar protein sorting 4 homolog A","HGNC:13488","16q23.1"
"DISC1","Approved symbol","DISC1","DISC1 scaffold protein","HGNC:2888","1q42.2"
"IL17C","Approved symbol","IL17C","interleukin 17C","HGNC:5983","16q24.2"
"GPC3","Approved symbol","GPC3","glypican 3","HGNC:4451","Xq26.2"
"IL17B","Approved symbol","IL17B","interleukin 17B","HGNC:5982","5q32"
"GPR82","Approved symbol","GPR82","G protein-coupled receptor 82","HGNC:4533","Xp11.4"
"HCAR1","Approved symbol","HCAR1","hydroxycarboxylic acid receptor 1","HGNC:4532","12q24.31"
"OXGR1","Approved symbol","OXGR1","oxoglutarate receptor 1","HGNC:4531","13q32.1"
"AMPD3","Approved symbol","AMPD3","adenosine monophosphate deaminase 3","HGNC:470","11p15.4"
"GLB1","Approved symbol","GLB1","galactosidase beta 1","HGNC:4298","3p22.3"
"GPR78","Approved symbol","GPR78","G protein-coupled receptor 78","HGNC:4528","4p16.1"
"C5AR2","Approved symbol","C5AR2","complement C5a receptor 2","HGNC:4527","19q13.32"
"TUBGCP4","Approved symbol","TUBGCP4","tubulin gamma complex component 4","HGNC:16691","15q15.3"
"SERP1","Approved symbol","SERP1","stress associated endoplasmic reticulum protein 1","HGNC:10759","3q25.1"
"NMRK2","Approved symbol","NMRK2","nicotinamide riboside kinase 2","HGNC:17871","19p13.3"
"GNMT","Approved symbol","GNMT","glycine N-methyltransferase","HGNC:4415","6p21.1"
"SULT1C4","Approved symbol","SULT1C4","sulfotransferase family 1C member 4","HGNC:11457","2q12.3"
"COQ2","Approved symbol","COQ2","coenzyme Q2, polyprenyltransferase","HGNC:25223","4q21.23"
"ARFIP1","Approved symbol","ARFIP1","ARF interacting protein 1","HGNC:21496","4q31.3"
"ARHGEF16","Approved symbol","ARHGEF16","Rho guanine nucleotide exchange factor 16","HGNC:15515","1p36.32"
"GPKOW","Approved symbol","GPKOW","G-patch domain and KOW motifs","HGNC:30677","Xp11.23"
"GPR162","Approved symbol","GPR162","G protein-coupled receptor 162","HGNC:16693","12p13"
"SIT1","Approved symbol","SIT1","signaling threshold regulating transmembrane adaptor 1","HGNC:17710","9p13.3"
"SIT1","Alias symbol","SLC6A20","solute carrier family 6 member 20","HGNC:30927","3p21.31"
"BBS9","Approved symbol","BBS9","Bardet-Biedl syndrome 9","HGNC:30000","7p14.3"
"TNFRSF21","Approved symbol","TNFRSF21","TNF receptor superfamily member 21","HGNC:13469","6p12.3"
"CHMP2A","Approved symbol","CHMP2A","charged multivesicular body protein 2A","HGNC:30216","19q13.43"
"SESN1","Approved symbol","SESN1","sestrin 1","HGNC:21595","6q21"
"AHDC1","Approved symbol","AHDC1","AT-hook DNA binding motif containing 1","HGNC:25230","1p36.11-p35.3"
"RNF115","Approved symbol","RNF115","ring finger protein 115","HGNC:18154","1q21.1"
"NFU1","Approved symbol","NFU1","NFU1 iron-sulfur cluster scaffold","HGNC:16287","2p13.3"
"ERLEC1","Approved symbol","ERLEC1","endoplasmic reticulum lectin 1","HGNC:25222","2p16.2"
"MMADHC","Approved symbol","MMADHC","metabolism of cobalamin associated D","HGNC:25221","2q23.2"
"PDCD4","Approved symbol","PDCD4","programmed cell death 4","HGNC:8763","10q25.2"
"KLHL20","Approved symbol","KLHL20","kelch like family member 20","HGNC:25056","1q25.1"
"PCDH17","Approved symbol","PCDH17","protocadherin 17","HGNC:14267","13q21.1"
"CSDC2","Approved symbol","CSDC2","cold shock domain containing C2","HGNC:30359","22q13.2"
"CNTN6","Approved symbol","CNTN6","contactin 6","HGNC:2176","3p26.3"
"LSM1","Approved symbol","LSM1","LSM1 homolog, mRNA degradation associated","HGNC:20472","8p11.23"
"LSM3","Approved symbol","LSM3","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated","HGNC:17874","3p25.1"
"TINAG","Approved symbol","TINAG","tubulointerstitial nephritis antigen","HGNC:14599","6p12.1"
"SULT1B1","Approved symbol","SULT1B1","sulfotransferase family 1B member 1","HGNC:17845","4q13.3"
"TEKT2","Approved symbol","TEKT2","tektin 2","HGNC:11725","1p34.3"
"SRPX2","Approved symbol","SRPX2","sushi repeat containing protein X-linked 2","HGNC:30668","Xq22.1"
"VENTX","Approved symbol","VENTX","VENT homeobox","HGNC:13639","10q26.3"
"RBMXL2","Approved symbol","RBMXL2","RBMX like 2","HGNC:17886","11p15.4"
"RND1","Approved symbol","RND1","Rho family GTPase 1","HGNC:18314","12q13.12"
"GCLC","Approved symbol","GCLC","glutamate-cysteine ligase catalytic subunit","HGNC:4311","6p12.1"
"SPINK4","Approved symbol","SPINK4","serine peptidase inhibitor Kazal type 4","HGNC:16646","9p13.3"
"R3HCC1L","Approved symbol","R3HCC1L","R3H domain and coiled-coil containing 1 like","HGNC:23512","10q24.2"
"DIMT1","Approved symbol","DIMT1","DIM1 rRNA methyltransferase and ribosome maturation factor","HGNC:30217","5q12.1"
"SMPDL3B","Approved symbol","SMPDL3B","sphingomyelin phosphodiesterase acid like 3B","HGNC:21416","1p35.3"
"DHDH","Approved symbol","DHDH","dihydrodiol dehydrogenase","HGNC:17887","19q13.33"
"PDLIM3","Approved symbol","PDLIM3","PDZ and LIM domain 3","HGNC:20767","4q35.1"
"TP53TG5","Approved symbol","TP53TG5","TP53 target 5","HGNC:15856","20q13.12"
"CRCP","Approved symbol","CRCP","CGRP receptor component","HGNC:17888","7q11.21"
"ADAMDEC1","Approved symbol","ADAMDEC1","ADAM like decysin 1","HGNC:16299","8p21.2"
"AMPH","Approved symbol","AMPH","amphiphysin","HGNC:471","7p14.1"
"GCLM","Approved symbol","GCLM","glutamate-cysteine ligase modifier subunit","HGNC:4312","1p22.1"
"ZNF544","Approved symbol","ZNF544","zinc finger protein 544","HGNC:16759","19q13.43"
"APEX2","Approved symbol","APEX2","apurinic/apyrimidinic endodeoxyribonuclease 2","HGNC:17889","Xp11.21"
"BMP10","Approved symbol","BMP10","bone morphogenetic protein 10","HGNC:20869","2p13.3"
"RBMS3","Approved symbol","RBMS3","RNA binding motif single stranded interacting protein 3","HGNC:13427","3p24.1"
"MOCS3","Approved symbol","MOCS3","molybdenum cofactor synthesis 3","HGNC:15765","20q13.13"
"HPGDS","Approved symbol","HPGDS","hematopoietic prostaglandin D synthase","HGNC:17890","4q22.3"
"ZNF330","Approved symbol","ZNF330","zinc finger protein 330","HGNC:15462","4q31.21"
"GLDC","Approved symbol","GLDC","glycine decarboxylase","HGNC:4313","9p24.1"
"RAB30","Approved symbol","RAB30","RAB30, member RAS oncogene family","HGNC:9770","11q14.1"
"PGAP2","Approved symbol","PGAP2","post-GPI attachment to proteins 2","HGNC:17893","11p15.4"
"RBMX","Approved symbol","RBMX","RNA binding motif protein X-linked","HGNC:9910","Xq26.3"
"BHLHE22","Approved symbol","BHLHE22","basic helix-loop-helix family member e22","HGNC:11963","8q12.3"
"TOX3","Approved symbol","TOX3","TOX high mobility group box family member 3","HGNC:11972","16q12.1"
"TNRC6A","Approved symbol","TNRC6A","trinucleotide repeat containing adaptor 6A","HGNC:11969","16p12.1"
"PCDH11X","Approved symbol","PCDH11X","protocadherin 11 X-linked","HGNC:8656","Xq21.31"
"ANGPTL3","Approved symbol","ANGPTL3","angiopoietin like 3","HGNC:491","1p31.3"
"GLE1","Approved symbol","GLE1","GLE1 RNA export mediator","HGNC:4315","9q34.11"
"RPS6KA6","Approved symbol","RPS6KA6","ribosomal protein S6 kinase A6","HGNC:10435","Xq21.1"
"ZNF638","Approved symbol","ZNF638","zinc finger protein 638","HGNC:17894","2p13.3-p13.2"
"GOLIM4","Approved symbol","GOLIM4","golgi integral membrane protein 4","HGNC:15448","3q26.2"
"P2RY10","Approved symbol","P2RY10","P2Y receptor family member 10","HGNC:19906","Xq21.1"
"EIF3K","Approved symbol","EIF3K","eukaryotic translation initiation factor 3 subunit K","HGNC:24656","19q13.2"
"HTATSF1","Approved symbol","HTATSF1","HIV-1 Tat specific factor 1","HGNC:5276","Xq26.3"
"UBE2S","Approved symbol","UBE2S","ubiquitin conjugating enzyme E2 S","HGNC:17895","19q13.42"
"PRPF19","Approved symbol","PRPF19","pre-mRNA processing factor 19","HGNC:17896","11q12.2"
"GLG1","Approved symbol","GLG1","golgi glycoprotein 1","HGNC:4316","16q23.1"
"UTP20","Approved symbol","UTP20","UTP20 small subunit processome component","HGNC:17897","12q23.2"
"RRP7A","Approved symbol","RRP7A","ribosomal RNA processing 7 homolog A","HGNC:24286","22q13.2"
"RABGEF1","Approved symbol","RABGEF1","RAB guanine nucleotide exchange factor 1","HGNC:17676","7q11.21"
"POLL","Approved symbol","POLL","DNA polymerase lambda","HGNC:9184","10q24.32"
"PCSK1N","Approved symbol","PCSK1N","proprotein convertase subtilisin/kexin type 1 inhibitor","HGNC:17301","Xp11.23"
"KCNMB4","Approved symbol","KCNMB4","potassium calcium-activated channel subfamily M regulatory beta subunit 4","HGNC:6289","12q15"
"TMEM97","Approved symbol","TMEM97","transmembrane protein 97","HGNC:28106","17q11.2"
"STK39","Approved symbol","STK39","serine/threonine kinase 39","HGNC:17717","2q24.3"
"TOR1B","Approved symbol","TOR1B","torsin family 1 member B","HGNC:11995","9q34.11"
"MCAT","Approved symbol","MCAT","malonyl-CoA-acyl carrier protein transacylase","HGNC:29622","22q13.2"
"GLI1","Approved symbol","GLI1","GLI family zinc finger 1","HGNC:4317","12q13.3"
"APOBEC3C","Approved symbol","APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C","HGNC:17353","22q13.1"
"DESI1","Approved symbol","DESI1","desumoylating isopeptidase 1","HGNC:24577","22q13.2"
"SGSM3","Approved symbol","SGSM3","small G protein signaling modulator 3","HGNC:25228","22q13.1"
"GLI2","Approved symbol","GLI2","GLI family zinc finger 2","HGNC:4318","2q14.2"
"GLI3","Approved symbol","GLI3","GLI family zinc finger 3","HGNC:4319","7p14.1"
"GLI4","Approved symbol","GLI4","GLI family zinc finger 4","HGNC:4320","8q24.3"
"GLO1","Approved symbol","GLO1","glyoxalase I","HGNC:4323","6p21.2"
"BIN1","Approved symbol","BIN1","bridging integrator 1","HGNC:1052","2q14.3"
"GLP1R","Approved symbol","GLP1R","glucagon like peptide 1 receptor","HGNC:4324","6p21.2"
"GLRA1","Approved symbol","GLRA1","glycine receptor alpha 1","HGNC:4326","5q33.1"
"GLRA2","Approved symbol","GLRA2","glycine receptor alpha 2","HGNC:4327","Xp22.2"
"HTRA2","Approved symbol","HTRA2","HtrA serine peptidase 2","HGNC:14348","2p13.1"
"GLRB","Approved symbol","GLRB","glycine receptor beta","HGNC:4329","4q32.1"
"MAT2B","Approved symbol","MAT2B","methionine adenosyltransferase 2 non-catalytic beta subunit","HGNC:6905","5q34"
"TOR2A","Approved symbol","TOR2A","torsin family 2 member A","HGNC:11996","9q34.11"
"POLM","Approved symbol","POLM","DNA polymerase mu","HGNC:9185","7p13"
"EML4","Approved symbol","EML4","EMAP like 4","HGNC:1316","2p21"
"TMEM121B","Approved symbol","TMEM121B","transmembrane protein 121B","HGNC:1844","22q11.1"
"GLS","Approved symbol","GLS","glutaminase","HGNC:4331","2q32.2"
"GLS","Alias symbol","GLS2","glutaminase 2","HGNC:29570","12q13.3"
"HDHD5","Approved symbol","HDHD5","haloacid dehalogenase like hydrolase domain containing 5","HGNC:1843","22q11.1"
"CECR2","Approved symbol","CECR2","CECR2 histone acetyl-lysine reader","HGNC:1840","22q11.1-q11.21"
"PCLO","Approved symbol","PCLO","piccolo presynaptic cytomatrix protein","HGNC:13406","7q21.11"
"GLRX","Approved symbol","GLRX","glutaredoxin","HGNC:4330","5q15"
"GLUD1","Approved symbol","GLUD1","glutamate dehydrogenase 1","HGNC:4335","10q23.2"
"GLUD1","Alias symbol","GRID1","glutamate ionotropic receptor delta type subunit 1","HGNC:4575","10q23.1-q23.2"
"GLUD2","Approved symbol","GLUD2","glutamate dehydrogenase 2","HGNC:4336","Xq24"
"GLUD2","Alias symbol","GRID2","glutamate ionotropic receptor delta type subunit 2","HGNC:4576","4q22.1-q22.2"
"AMT","Approved symbol","AMT","aminomethyltransferase","HGNC:473","3p21.31"
"GLUL","Approved symbol","GLUL","glutamate-ammonia ligase","HGNC:4341","1q25.3"
"AMY1A","Approved symbol","AMY1A","amylase alpha 1A","HGNC:474","1p21.1"
"GM2A","Approved symbol","GM2A","ganglioside GM2 activator","HGNC:4367","5q33.1"
"GMDS","Approved symbol","GMDS","GDP-mannose 4,6-dehydratase","HGNC:4369","6p25.3"
"GMFB","Approved symbol","GMFB","glia maturation factor beta","HGNC:4373","14q22.2"
"GML","Approved symbol","GML","glycosylphosphatidylinositol anchored molecule like","HGNC:4375","8q24.3"
"GMPR","Approved symbol","GMPR","guanosine monophosphate reductase","HGNC:4376","6p22.3"
"GNA11","Approved symbol","GNA11","G protein subunit alpha 11","HGNC:4379","19p13.3"
"GNA12","Approved symbol","GNA12","G protein subunit alpha 12","HGNC:4380","7p22.3-p22.2"
"GNA15","Approved symbol","GNA15","G protein subunit alpha 15","HGNC:4383","19p13.3"
"AMY1B","Approved symbol","AMY1B","amylase alpha 1B","HGNC:475","1p21.1"
"GNAI1","Approved symbol","GNAI1","G protein subunit alpha i1","HGNC:4384","7q21.11"
"GNAI2","Approved symbol","GNAI2","G protein subunit alpha i2","HGNC:4385","3p21.31"
"GNAI3","Approved symbol","GNAI3","G protein subunit alpha i3","HGNC:4387","1p13.3"
"GNAL","Approved symbol","GNAL","G protein subunit alpha L","HGNC:4388","18p11.21"
"GNAO1","Approved symbol","GNAO1","G protein subunit alpha o1","HGNC:4389","16q13"
"GNAQ","Approved symbol","GNAQ","G protein subunit alpha q","HGNC:4390","9q21.2"
"GNAS","Approved symbol","GNAS","GNAS complex locus","HGNC:4392","20q13.32"
"GNAT1","Approved symbol","GNAT1","G protein subunit alpha transducin 1","HGNC:4393","3p21.31"
"AMY1C","Approved symbol","AMY1C","amylase alpha 1C","HGNC:476","1p21.1"
"GNAT2","Approved symbol","GNAT2","G protein subunit alpha transducin 2","HGNC:4394","1p13.3"
"GNAZ","Approved symbol","GNAZ","G protein subunit alpha z","HGNC:4395","22q11.22-q11.23"
"GNB1","Approved symbol","GNB1","G protein subunit beta 1","HGNC:4396","1p36.33"
"GNB2","Approved symbol","GNB2","G protein subunit beta 2","HGNC:4398","7q22.1"
"GNB3","Approved symbol","GNB3","G protein subunit beta 3","HGNC:4400","12p13.31"
"GNG3","Approved symbol","GNG3","G protein subunit gamma 3","HGNC:4405","11q12.3"
"GNG4","Approved symbol","GNG4","G protein subunit gamma 4","HGNC:4407","1q42.3"
